time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150115:2110,0.0,0.0,0.0,0.0,0.0,9.76,4.34,0.0
20150115:2210,0.0,0.0,0.0,0.0,0.0,9.82,4.62,0.0
20150115:2310,0.0,0.0,0.0,0.0,0.0,9.42,4.48,0.0
20150116:0010,0.0,0.0,0.0,0.0,0.0,9.12,4.14,0.0
20150116:0110,0.0,0.0,0.0,0.0,0.0,8.72,3.66,0.0
20150116:0210,0.0,0.0,0.0,0.0,0.0,8.54,2.97,0.0
20150116:0310,0.0,0.0,0.0,0.0,0.0,8.26,2.34,0.0
20150116:0410,0.0,0.0,0.0,0.0,0.0,7.88,1.86,0.0
20150116:0510,0.0,0.0,0.0,0.0,0.0,7.42,1.45,0.0
20150116:0610,0.0,0.0,0.0,0.0,0.0,6.85,1.24,0.0
20150116:0710,0.0,0.0,0.0,0.0,0.0,6.4,0.9,0.0
20150116:0810,8.58,0.0,21.0,0.0,6.23,7.11,0.34,0.0
20150116:0910,56.53,3.19,79.04,0.0,12.58,7.09,0.34,0.0
20150116:1010,60.13,0.0,85.99,0.0,17.09,7.48,0.48,0.0
20150116:1110,71.16,0.0,98.99,0.0,19.35,7.73,0.48,0.0
20150116:1210,58.37,0.0,83.99,0.0,19.13,7.81,0.69,0.0
20150116:1310,45.82,0.0,68.99,0.0,16.45,7.68,1.17,0.0
20150116:1410,30.32,0.0,50.0,0.0,11.59,7.39,1.38,0.0
20150116:1510,17.63,9.07,29.2,0.0,4.95,7.01,1.24,0.0
20150116:1610,0.0,0.0,0.0,0.0,0.0,6.72,1.17,0.0
20150116:1710,0.0,0.0,0.0,0.0,0.0,6.39,0.97,0.0
20150116:1810,0.0,0.0,0.0,0.0,0.0,6.17,0.9,0.0
20150116:1910,0.0,0.0,0.0,0.0,0.0,6.19,1.03,0.0
20150116:2010,0.0,0.0,0.0,0.0,0.0,6.15,1.38,0.0
20150116:2110,0.0,0.0,0.0,0.0,0.0,5.8,2.07,0.0
20150116:2210,0.0,0.0,0.0,0.0,0.0,5.27,2.41,0.0
20150116:2310,0.0,0.0,0.0,0.0,0.0,4.68,2.48,0.0
20150117:0010,0.0,0.0,0.0,0.0,0.0,4.21,2.21,0.0
20150117:0110,0.0,0.0,0.0,0.0,0.0,3.86,1.79,0.0
20150117:0210,0.0,0.0,0.0,0.0,0.0,3.62,1.59,0.0
20150117:0310,0.0,0.0,0.0,0.0,0.0,3.44,1.66,0.0
20150117:0410,0.0,0.0,0.0,0.0,0.0,3.25,1.79,0.0
20150117:0510,0.0,0.0,0.0,0.0,0.0,3.12,1.79,0.0
20150117:0610,0.0,0.0,0.0,0.0,0.0,3.36,1.66,0.0
20150117:0710,0.0,0.0,0.0,0.0,0.0,3.43,1.45,0.0
20150117:0810,20.01,2.21,35.04,0.0,6.36,3.43,1.1,0.0
20150117:0910,85.55,20.19,97.37,0.0,12.73,4.17,1.31,0.0
20150117:1010,75.03,1.05,101.0,0.0,17.26,4.57,1.72,0.0
20150117:1110,104.96,5.24,131.06,0.0,19.54,4.77,1.72,0.0
20150117:1210,97.76,4.2,124.04,0.0,19.33,5.03,1.79,0.0
20150117:1310,93.84,8.43,116.12,0.0,16.66,5.26,1.66,0.0
20150117:1410,68.21,11.74,85.21,0.0,11.79,5.36,1.38,0.0
20150117:1510,20.93,15.8,29.78,0.0,5.16,5.04,1.1,0.0
20150117:1610,0.0,0.0,0.0,0.0,0.0,4.34,0.97,0.0
20150117:1710,0.0,0.0,0.0,0.0,0.0,4.0,0.55,0.0
20150117:1810,0.0,0.0,0.0,0.0,0.0,3.26,0.83,0.0
20150117:1910,0.0,0.0,0.0,0.0,0.0,1.1,1.31,0.0
20150117:2010,0.0,0.0,0.0,0.0,0.0,-0.04,1.79,0.0
20150117:2110,0.0,0.0,0.0,0.0,0.0,-0.91,1.93,0.0
20150117:2210,0.0,0.0,0.0,0.0,0.0,-1.47,1.93,0.0
20150117:2310,0.0,0.0,0.0,0.0,0.0,-1.34,1.86,0.0
20150118:0010,0.0,0.0,0.0,0.0,0.0,-1.61,1.93,0.0
20150118:0110,0.0,0.0,0.0,0.0,0.0,-1.65,1.79,0.0
20150118:0210,0.0,0.0,0.0,0.0,0.0,-1.93,1.79,0.0
20150118:0310,0.0,0.0,0.0,0.0,0.0,-1.82,1.66,0.0
20150118:0410,0.0,0.0,0.0,0.0,0.0,-1.84,1.59,0.0
20150118:0510,0.0,0.0,0.0,0.0,0.0,-1.95,1.59,0.0
20150118:0610,0.0,0.0,0.0,0.0,0.0,-1.03,1.31,0.0
20150118:0710,0.0,0.0,0.0,0.0,0.0,-2.13,1.72,0.0
20150118:0810,35.7,17.63,44.45,0.0,6.49,-2.03,1.59,0.0
20150118:0910,127.16,84.94,88.37,0.0,12.89,0.04,1.38,0.0
20150118:1010,148.78,45.21,141.73,0.0,17.43,1.73,1.79,0.0
20150118:1110,165.33,42.97,161.66,0.0,19.73,2.98,2.14,0.0
20150118:1210,172.76,54.53,159.84,0.0,19.54,3.75,2.21,0.0
20150118:1310,179.8,109.53,120.6,0.0,16.87,4.1,2.07,0.0
20150118:1410,126.23,126.91,58.54,0.0,12.01,4.36,1.86,0.0
20150118:1510,23.86,38.2,21.63,0.0,5.37,4.05,1.45,0.0
20150118:1610,0.0,0.0,0.0,0.0,0.0,3.04,1.59,0.0
20150118:1710,0.0,0.0,0.0,0.0,0.0,1.48,1.59,0.0
20150118:1810,0.0,0.0,0.0,0.0,0.0,0.23,1.66,0.0
20150118:1910,0.0,0.0,0.0,0.0,0.0,-0.6,2.0,0.0
20150118:2010,0.0,0.0,0.0,0.0,0.0,-1.23,2.0,0.0
20150118:2110,0.0,0.0,0.0,0.0,0.0,-1.36,1.93,0.0
20150118:2210,0.0,0.0,0.0,0.0,0.0,-1.26,1.79,0.0
20150118:2310,0.0,0.0,0.0,0.0,0.0,-1.13,1.59,0.0
20150119:0010,0.0,0.0,0.0,0.0,0.0,-0.42,1.31,0.0
20150119:0110,0.0,0.0,0.0,0.0,0.0,0.43,1.1,0.0
20150119:0210,0.0,0.0,0.0,0.0,0.0,0.39,0.97,0.0
20150119:0310,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0
20150119:0410,0.0,0.0,0.0,0.0,0.0,0.04,0.9,0.0
20150119:0510,0.0,0.0,0.0,0.0,0.0,0.04,0.83,0.0
20150119:0610,0.0,0.0,0.0,0.0,0.0,0.06,0.76,0.0
20150119:0710,0.0,0.0,0.0,0.0,0.0,-0.35,0.69,0.0
20150119:0810,26.83,5.5,41.12,0.0,6.63,-0.27,0.69,0.0
20150119:0910,77.39,10.61,94.17,0.0,13.05,-0.15,0.48,0.0
20150119:1010,87.46,3.15,112.03,0.0,17.62,1.63,0.83,0.0
20150119:1110,125.41,12.57,146.16,0.0,19.93,2.67,0.76,0.0
20150119:1210,115.85,8.38,140.1,0.0,19.75,3.68,0.62,0.0
20150119:1310,68.03,1.05,93.0,0.0,17.09,4.24,0.76,0.0
20150119:1410,71.95,12.78,88.22,0.0,12.23,4.38,0.97,0.0
20150119:1510,22.63,14.54,32.07,0.0,5.58,3.95,1.03,0.0
20150119:1610,0.0,0.0,0.0,0.0,0.0,2.61,1.1,0.0
20150119:1710,0.0,0.0,0.0,0.0,0.0,2.26,1.1,0.0
20150119:1810,0.0,0.0,0.0,0.0,0.0,1.86,1.17,0.0
20150119:1910,0.0,0.0,0.0,0.0,0.0,1.59,0.83,0.0
20150119:2010,0.0,0.0,0.0,0.0,0.0,1.83,0.62,0.0
20150119:2110,0.0,0.0,0.0,0.0,0.0,1.83,0.55,0.0
20150119:2210,0.0,0.0,0.0,0.0,0.0,1.67,0.55,0.0
20150119:2310,0.0,0.0,0.0,0.0,0.0,1.61,0.41,0.0
20150120:0010,0.0,0.0,0.0,0.0,0.0,1.49,0.41,0.0
20150120:0110,0.0,0.0,0.0,0.0,0.0,1.38,0.41,0.0
20150120:0210,0.0,0.0,0.0,0.0,0.0,1.19,0.48,0.0
20150120:0310,0.0,0.0,0.0,0.0,0.0,0.31,0.76,0.0
20150120:0410,0.0,0.0,0.0,0.0,0.0,-0.29,0.9,0.0
20150120:0510,0.0,0.0,0.0,0.0,0.0,-0.38,0.9,0.0
20150120:0610,0.0,0.0,0.0,0.0,0.0,-0.48,0.97,0.0
20150120:0710,0.0,0.0,0.0,0.0,0.0,-1.34,1.31,0.0
20150120:0810,28.65,5.48,43.12,0.0,6.78,-1.32,1.1,0.0
20150120:0910,103.09,33.92,103.61,0.0,13.21,0.41,1.1,0.0
20150120:1010,93.06,4.2,117.05,0.0,17.8,1.43,1.66,0.0
20150120:1110,108.87,5.24,134.05,0.0,20.14,2.32,1.59,0.0
20150120:1210,75.75,0.0,101.99,0.0,19.97,2.68,1.79,0.0
20150120:1310,73.91,1.05,99.0,0.0,17.31,2.81,1.79,0.0
20150120:1410,31.02,0.0,50.0,0.0,12.45,2.93,1.66,0.0
20150120:1510,29.71,20.05,37.53,0.0,5.8,2.63,1.03,0.0
20150120:1610,0.0,0.0,0.0,0.0,0.0,2.04,0.69,0.0
20150120:1710,0.0,0.0,0.0,0.0,0.0,2.2,0.41,0.0
20150120:1810,0.0,0.0,0.0,0.0,0.0,1.98,0.21,0.0
20150120:1910,0.0,0.0,0.0,0.0,0.0,1.52,0.21,0.0
20150120:2010,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0
20150120:2110,0.0,0.0,0.0,0.0,0.0,0.91,0.28,0.0
20150120:2210,0.0,0.0,0.0,0.0,0.0,0.72,0.69,0.0
20150120:2310,0.0,0.0,0.0,0.0,0.0,-0.1,1.03,0.0
20150121:0010,0.0,0.0,0.0,0.0,0.0,-1.15,1.31,0.0
20150121:0110,0.0,0.0,0.0,0.0,0.0,-1.78,1.59,0.0
20150121:0210,0.0,0.0,0.0,0.0,0.0,-1.67,1.59,0.0
20150121:0310,0.0,0.0,0.0,0.0,0.0,-1.69,1.72,0.0
20150121:0410,0.0,0.0,0.0,0.0,0.0,-1.97,1.79,0.0
20150121:0510,0.0,0.0,0.0,0.0,0.0,-2.02,1.79,0.0
20150121:0610,0.0,0.0,0.0,0.0,0.0,-2.15,1.86,0.0
20150121:0710,0.0,0.0,0.0,0.0,0.0,-2.43,2.14,0.0
20150121:0810,31.06,6.57,45.15,0.0,6.93,-2.19,2.0,0.0
20150121:0910,127.32,73.07,97.2,0.0,13.39,0.06,1.93,0.0
20150121:1010,53.33,0.0,75.99,0.0,18.0,1.58,2.34,0.0
20150121:1110,53.89,0.0,76.99,0.0,20.35,2.88,2.83,0.0
20150121:1210,58.01,0.0,81.99,0.0,20.19,3.69,2.97,0.0
20150121:1310,92.88,5.25,117.06,0.0,17.55,4.3,3.03,0.0
20150121:1410,41.61,0.0,63.0,0.0,12.68,4.29,2.69,0.0
20150121:1510,26.68,9.99,39.26,0.0,6.03,3.71,2.34,0.0
20150121:1610,0.0,0.0,0.0,0.0,0.0,2.25,2.48,0.0
20150121:1710,0.0,0.0,0.0,0.0,0.0,1.27,2.55,0.0
20150121:1810,0.0,0.0,0.0,0.0,0.0,0.64,2.48,0.0
20150121:1910,0.0,0.0,0.0,0.0,0.0,0.43,2.14,0.0
20150121:2010,0.0,0.0,0.0,0.0,0.0,0.06,2.21,0.0
20150121:2110,0.0,0.0,0.0,0.0,0.0,-0.2,2.28,0.0
20150121:2210,0.0,0.0,0.0,0.0,0.0,-0.32,2.41,0.0
20150121:2310,0.0,0.0,0.0,0.0,0.0,-0.11,2.48,0.0
20150122:0010,0.0,0.0,0.0,0.0,0.0,-0.13,2.48,0.0
20150122:0110,0.0,0.0,0.0,0.0,0.0,-0.28,2.55,0.0
20150122:0210,0.0,0.0,0.0,0.0,0.0,-0.27,2.55,0.0
20150122:0310,0.0,0.0,0.0,0.0,0.0,-0.43,2.28,0.0
20150122:0410,0.0,0.0,0.0,0.0,0.0,-0.3,2.48,0.0
20150122:0510,0.0,0.0,0.0,0.0,0.0,-0.32,2.41,0.0
20150122:0610,0.0,0.0,0.0,0.0,0.0,-0.34,2.28,0.0
20150122:0710,0.0,0.0,0.0,0.0,0.0,-0.08,2.07,0.0
20150122:0810,38.14,14.19,49.33,0.0,7.09,0.13,2.0,0.0
20150122:0910,87.62,15.87,101.26,0.0,13.57,0.95,2.07,0.0
20150122:1010,183.98,84.96,143.27,0.0,18.2,1.58,2.21,0.0
20150122:1110,52.27,0.0,74.99,0.0,20.57,2.36,2.34,0.0
20150122:1210,18.32,0.0,34.0,0.0,20.43,2.68,2.28,0.0
20150122:1310,31.85,0.0,51.0,0.0,17.78,2.98,2.34,0.0
20150122:1410,20.6,0.0,37.0,0.0,12.91,3.1,2.41,0.0
20150122:1510,30.59,14.37,41.36,0.0,6.25,3.1,2.28,0.0
20150122:1610,0.0,0.0,0.0,0.0,0.0,2.76,2.0,0.0
20150122:1710,0.0,0.0,0.0,0.0,0.0,2.38,2.0,0.0
20150122:1810,0.0,0.0,0.0,0.0,0.0,2.17,2.14,0.0
20150122:1910,0.0,0.0,0.0,0.0,0.0,1.37,2.28,0.0
20150122:2010,0.0,0.0,0.0,0.0,0.0,1.19,2.14,0.0
20150122:2110,0.0,0.0,0.0,0.0,0.0,1.17,2.07,0.0
20150122:2210,0.0,0.0,0.0,0.0,0.0,1.08,2.0,0.0
20150122:2310,0.0,0.0,0.0,0.0,0.0,1.02,2.07,0.0
20150123:0010,0.0,0.0,0.0,0.0,0.0,1.05,2.21,0.0
20150123:0110,0.0,0.0,0.0,0.0,0.0,1.19,2.41,0.0
20150123:0210,0.0,0.0,0.0,0.0,0.0,1.21,2.55,0.0
20150123:0310,0.0,0.0,0.0,0.0,0.0,1.13,2.62,0.0
20150123:0410,0.0,0.0,0.0,0.0,0.0,1.04,2.48,0.0
20150123:0510,0.0,0.0,0.0,0.0,0.0,0.96,2.34,0.0
20150123:0610,0.0,0.0,0.0,0.0,0.0,0.89,2.34,0.0
20150123:0710,0.0,0.0,0.0,0.0,0.0,0.93,2.28,0.0
20150123:0810,26.72,2.18,43.04,0.0,7.25,1.05,2.34,0.0
20150123:0910,61.11,2.11,83.02,0.0,13.75,1.26,2.34,0.0
20150123:1010,45.55,0.0,66.99,0.0,18.41,1.71,2.62,0.0
20150123:1110,109.23,4.18,135.04,0.0,20.8,2.16,2.76,0.0
20150123:1210,92.83,1.05,120.0,0.0,20.66,2.49,2.48,0.0
20150123:1310,53.0,0.0,75.99,0.0,18.02,2.91,2.48,0.0
20150123:1410,49.38,1.06,71.01,0.0,13.15,3.25,2.55,0.0
20150123:1510,25.04,4.41,40.1,0.0,6.48,3.22,2.34,0.0
20150123:1610,0.0,0.0,0.0,0.0,0.0,2.75,1.86,0.0
20150123:1710,0.0,0.0,0.0,0.0,0.0,1.9,1.79,0.0
20150123:1810,0.0,0.0,0.0,0.0,0.0,1.27,1.86,0.0
20150123:1910,0.0,0.0,0.0,0.0,0.0,1.12,1.93,0.0
20150123:2010,0.0,0.0,0.0,0.0,0.0,0.87,1.93,0.0
20150123:2110,0.0,0.0,0.0,0.0,0.0,0.55,1.86,0.0
20150123:2210,0.0,0.0,0.0,0.0,0.0,0.44,1.59,0.0
20150123:2310,0.0,0.0,0.0,0.0,0.0,0.04,1.31,0.0
20150124:0010,0.0,0.0,0.0,0.0,0.0,-0.67,1.17,0.0
20150124:0110,0.0,0.0,0.0,0.0,0.0,-0.74,0.97,0.0
20150124:0210,0.0,0.0,0.0,0.0,0.0,-0.87,0.97,0.0
20150124:0310,0.0,0.0,0.0,0.0,0.0,-0.69,0.9,0.0
20150124:0410,0.0,0.0,0.0,0.0,0.0,-1.0,0.97,0.0
20150124:0510,0.0,0.0,0.0,0.0,0.0,-1.85,1.31,0.0
20150124:0610,0.0,0.0,0.0,0.0,0.0,-2.17,1.59,0.0
20150124:0710,0.0,0.0,0.0,0.0,0.0,-1.41,1.72,0.0
20150124:0810,23.92,1.09,40.02,0.0,7.43,-0.38,1.93,0.0
20150124:0910,64.1,2.11,86.02,0.0,13.95,0.35,3.17,0.0
20150124:1010,128.87,17.81,143.25,0.0,18.62,0.83,3.24,0.0
20150124:1110,68.33,0.0,92.99,0.0,21.03,1.52,3.17,0.0
20150124:1210,85.96,0.0,112.99,0.0,20.91,1.94,2.9,0.0
20150124:1310,71.66,0.0,96.99,0.0,18.27,2.02,2.62,0.0
20150124:1410,31.2,0.0,50.0,0.0,13.39,1.91,2.76,0.0
20150124:1510,27.44,5.49,42.12,0.0,6.72,1.52,1.66,0.0
20150124:1610,0.0,0.0,0.0,0.0,0.0,1.07,1.93,0.0
20150124:1710,0.0,0.0,0.0,0.0,0.0,0.83,1.93,0.0
20150124:1810,0.0,0.0,0.0,0.0,0.0,0.68,1.79,0.0
20150124:1910,0.0,0.0,0.0,0.0,0.0,0.58,1.66,0.0
20150124:2010,0.0,0.0,0.0,0.0,0.0,0.9,2.07,0.0
20150124:2110,0.0,0.0,0.0,0.0,0.0,1.5,2.76,0.0
20150124:2210,0.0,0.0,0.0,0.0,0.0,1.82,3.1,0.0
20150124:2310,0.0,0.0,0.0,0.0,0.0,1.7,3.03,0.0
20150125:0010,0.0,0.0,0.0,0.0,0.0,1.21,2.97,0.0
20150125:0110,0.0,0.0,0.0,0.0,0.0,1.34,2.83,0.0
20150125:0210,0.0,0.0,0.0,0.0,0.0,1.26,2.48,0.0
20150125:0310,0.0,0.0,0.0,0.0,0.0,1.19,2.21,0.0
20150125:0410,0.0,0.0,0.0,0.0,0.0,1.21,2.07,0.0
20150125:0510,0.0,0.0,0.0,0.0,0.0,1.12,1.79,0.0
20150125:0610,0.0,0.0,0.0,0.0,0.0,0.86,1.66,0.0
20150125:0710,0.0,0.0,0.0,0.0,0.0,0.28,1.52,0.0
20150125:0810,30.64,3.25,47.06,0.0,7.6,0.55,1.1,0.0
20150125:0910,48.87,0.0,70.99,0.0,14.15,1.76,0.9,0.0
20150125:1010,78.41,1.05,104.0,0.0,18.84,2.41,1.24,0.0
20150125:1110,55.52,0.0,78.99,0.0,21.27,2.93,1.52,0.0
20150125:1210,148.03,20.89,163.27,0.0,21.15,3.31,1.79,0.0
20150125:1310,154.0,44.02,149.66,0.0,18.52,3.65,1.45,0.0
20150125:1410,66.89,5.29,88.07,0.0,13.64,4.08,1.38,0.0
20150125:1510,43.11,31.73,45.72,0.0,6.96,3.98,1.03,0.0
20150125:1610,0.0,0.0,0.0,0.0,0.0,3.45,1.38,0.0
20150125:1710,0.0,0.0,0.0,0.0,0.0,2.52,1.66,0.0
20150125:1810,0.0,0.0,0.0,0.0,0.0,2.07,1.66,0.0
20150125:1910,0.0,0.0,0.0,0.0,0.0,0.98,1.66,0.0
20150125:2010,0.0,0.0,0.0,0.0,0.0,0.56,1.59,0.0
20150125:2110,0.0,0.0,0.0,0.0,0.0,0.27,1.59,0.0
20150125:2210,0.0,0.0,0.0,0.0,0.0,0.1,1.52,0.0
20150125:2310,0.0,0.0,0.0,0.0,0.0,-0.02,1.59,0.0
20150126:0010,0.0,0.0,0.0,0.0,0.0,0.11,1.59,0.0
20150126:0110,0.0,0.0,0.0,0.0,0.0,0.27,1.52,0.0
20150126:0210,0.0,0.0,0.0,0.0,0.0,0.5,1.52,0.0
20150126:0310,0.0,0.0,0.0,0.0,0.0,0.54,1.59,0.0
20150126:0410,0.0,0.0,0.0,0.0,0.0,0.57,1.72,0.0
20150126:0510,0.0,0.0,0.0,0.0,0.0,0.57,1.93,0.0
20150126:0610,0.0,0.0,0.0,0.0,0.0,0.74,2.28,0.0
20150126:0710,0.0,0.0,0.0,0.0,0.0,0.79,2.48,0.0
20150126:0810,26.2,1.08,43.02,0.0,7.79,0.97,2.69,0.0
20150126:0910,42.25,0.0,63.0,0.0,14.35,1.21,2.9,0.0
20150126:1010,50.79,0.0,72.99,0.0,19.07,1.48,2.9,0.0
20150126:1110,53.3,0.0,75.99,0.0,21.51,1.99,3.66,0.0
20150126:1210,62.9,0.0,86.99,0.0,21.41,2.19,4.48,0.0
20150126:1310,55.0,0.0,77.99,0.0,18.77,2.27,4.48,0.0
20150126:1410,23.1,0.0,40.0,0.0,13.89,1.94,3.52,0.0
20150126:1510,43.25,24.0,49.55,0.0,7.2,1.72,3.66,0.0
20150126:1610,0.0,0.0,0.0,0.0,0.0,1.61,3.59,0.0
20150126:1710,0.0,0.0,0.0,0.0,0.0,1.65,3.59,0.0
20150126:1810,0.0,0.0,0.0,0.0,0.0,1.9,3.66,0.0
20150126:1910,0.0,0.0,0.0,0.0,0.0,1.77,3.52,0.0
20150126:2010,0.0,0.0,0.0,0.0,0.0,2.09,3.45,0.0
20150126:2110,0.0,0.0,0.0,0.0,0.0,2.4,3.17,0.0
20150126:2210,0.0,0.0,0.0,0.0,0.0,2.95,2.76,0.0
20150126:2310,0.0,0.0,0.0,0.0,0.0,3.4,2.83,0.0
20150127:0010,0.0,0.0,0.0,0.0,0.0,3.52,3.03,0.0
20150127:0110,0.0,0.0,0.0,0.0,0.0,3.34,2.9,0.0
20150127:0210,0.0,0.0,0.0,0.0,0.0,2.81,2.76,0.0
20150127:0310,0.0,0.0,0.0,0.0,0.0,2.57,2.9,0.0
20150127:0410,0.0,0.0,0.0,0.0,0.0,2.27,2.97,0.0
20150127:0510,0.0,0.0,0.0,0.0,0.0,1.89,2.76,0.0
20150127:0610,0.0,0.0,0.0,0.0,0.0,1.6,2.41,0.0
20150127:0710,0.0,0.0,0.0,0.0,0.0,1.18,2.34,0.0
20150127:0810,51.1,25.92,56.55,0.0,7.98,1.35,2.34,0.0
20150127:0910,118.83,40.03,115.65,0.0,14.57,2.43,2.28,0.0
20150127:1010,235.55,173.58,118.91,0.0,19.3,3.94,2.9,0.0
20150127:1110,215.89,85.54,177.18,0.0,21.76,4.89,3.86,0.0
20150127:1210,111.36,4.17,139.04,0.0,21.67,5.46,4.07,0.0
20150127:1310,52.43,0.0,75.99,0.0,19.03,5.36,3.72,0.0
20150127:1410,76.22,7.39,97.1,0.0,14.15,5.22,3.38,0.0
20150127:1510,46.39,30.46,49.66,0.0,7.45,4.44,2.97,0.0
20150127:1610,0.0,0.0,0.0,0.0,0.0,3.71,2.62,0.0
20150127:1710,0.0,0.0,0.0,0.0,0.0,2.65,2.28,0.0
20150127:1810,0.0,0.0,0.0,0.0,0.0,1.95,2.21,0.0
20150127:1910,0.0,0.0,0.0,0.0,0.0,1.83,2.55,0.0
20150127:2010,0.0,0.0,0.0,0.0,0.0,1.62,2.28,0.0
20150127:2110,0.0,0.0,0.0,0.0,0.0,1.05,2.07,0.0
20150127:2210,0.0,0.0,0.0,0.0,0.0,0.65,1.86,0.0
20150127:2310,0.0,0.0,0.0,0.0,0.0,0.2,1.86,0.0
20150128:0010,0.0,0.0,0.0,0.0,0.0,0.28,1.79,0.0
20150128:0110,0.0,0.0,0.0,0.0,0.0,0.35,1.72,0.0
20150128:0210,0.0,0.0,0.0,0.0,0.0,0.18,1.86,0.0
20150128:0310,0.0,0.0,0.0,0.0,0.0,0.42,2.0,0.0
20150128:0410,0.0,0.0,0.0,0.0,0.0,0.91,2.07,0.0
20150128:0510,0.0,0.0,0.0,0.0,0.0,1.12,1.93,0.0
20150128:0610,0.0,0.0,0.0,0.0,0.0,1.27,2.14,0.0
20150128:0710,0.0,0.0,0.0,0.0,0.0,1.58,2.62,0.0
20150128:0810,55.55,33.41,56.67,0.0,8.18,1.99,3.1,0.0
20150128:0910,47.06,0.0,68.99,0.0,14.78,2.6,2.69,0.0
20150128:1010,87.26,1.05,114.0,0.0,19.54,3.27,3.45,0.0
20150128:1110,104.14,2.09,132.01,0.0,22.02,3.83,4.28,0.0
20150128:1210,48.41,0.0,70.99,0.0,21.93,4.64,5.86,0.0
20150128:1310,56.92,0.0,80.99,0.0,19.3,4.9,5.24,0.0
20150128:1410,56.03,1.05,79.01,0.0,14.4,4.72,5.24,0.0
20150128:1510,43.39,18.44,53.4,0.0,7.7,4.78,5.79,0.0
20150128:1610,0.0,0.0,0.0,0.0,0.0,4.9,5.72,0.0
20150128:1710,0.0,0.0,0.0,0.0,0.0,4.76,5.79,0.0
20150128:1810,0.0,0.0,0.0,0.0,0.0,4.64,6.14,0.0
20150128:1910,0.0,0.0,0.0,0.0,0.0,4.28,6.48,0.0
20150128:2010,0.0,0.0,0.0,0.0,0.0,4.11,6.76,0.0
20150128:2110,0.0,0.0,0.0,0.0,0.0,4.12,6.34,0.0
20150128:2210,0.0,0.0,0.0,0.0,0.0,4.14,5.03,0.0
20150128:2310,0.0,0.0,0.0,0.0,0.0,4.05,3.66,0.0
20150129:0010,0.0,0.0,0.0,0.0,0.0,3.47,3.38,0.0
20150129:0110,0.0,0.0,0.0,0.0,0.0,2.84,3.17,0.0
20150129:0210,0.0,0.0,0.0,0.0,0.0,2.29,3.17,0.0
20150129:0310,0.0,0.0,0.0,0.0,0.0,1.55,3.17,0.0
20150129:0410,0.0,0.0,0.0,0.0,0.0,0.92,3.31,0.0
20150129:0510,0.0,0.0,0.0,0.0,0.0,0.44,3.45,0.0
20150129:0610,0.0,0.0,0.0,0.0,0.0,0.28,3.66,0.0
20150129:0710,0.0,0.0,0.0,0.0,0.0,0.44,4.07,0.0
20150129:0810,49.05,17.21,59.34,0.0,8.38,1.02,4.28,0.0
20150129:0910,97.61,15.77,112.23,0.0,15.01,2.15,4.14,0.0
20150129:1010,153.53,31.33,158.43,0.0,19.79,2.72,4.34,0.0
20150129:1110,247.39,125.04,171.6,0.0,22.28,3.31,4.41,0.0
20150129:1210,80.15,0.0,106.99,0.0,22.2,3.74,5.72,0.0
20150129:1310,108.31,6.27,133.07,0.0,19.57,4.79,6.21,0.0
20150129:1410,47.45,0.0,69.99,0.0,14.67,4.86,4.14,0.0
20150129:1510,44.67,17.31,55.37,0.0,7.95,4.37,4.41,0.0
20150129:1610,0.0,0.0,0.0,0.0,0.0,3.39,3.59,0.0
20150129:1710,0.0,0.0,0.0,0.0,0.0,2.47,3.24,0.0
20150129:1810,0.0,0.0,0.0,0.0,0.0,2.69,3.45,0.0
20150129:1910,0.0,0.0,0.0,0.0,0.0,2.73,3.86,0.0
20150129:2010,0.0,0.0,0.0,0.0,0.0,2.93,3.86,0.0
20150129:2110,0.0,0.0,0.0,0.0,0.0,3.13,3.86,0.0
20150129:2210,0.0,0.0,0.0,0.0,0.0,2.98,3.66,0.0
20150129:2310,0.0,0.0,0.0,0.0,0.0,2.14,2.83,0.0
20150130:0010,0.0,0.0,0.0,0.0,0.0,1.87,2.9,0.0
20150130:0110,0.0,0.0,0.0,0.0,0.0,1.99,3.52,0.0
20150130:0210,0.0,0.0,0.0,0.0,0.0,2.29,3.66,0.0
20150130:0310,0.0,0.0,0.0,0.0,0.0,2.43,4.55,0.0
20150130:0410,0.0,0.0,0.0,0.0,0.0,1.86,5.45,0.0
20150130:0510,0.0,0.0,0.0,0.0,0.0,1.0,5.38,0.0
20150130:0610,0.0,0.0,0.0,0.0,0.0,0.43,5.1,0.0
20150130:0710,0.0,0.0,0.0,0.0,0.0,0.45,4.69,0.0
20150130:0810,36.45,4.29,53.07,0.0,8.59,0.48,4.14,0.0
20150130:0910,89.31,9.46,108.13,0.0,15.24,1.34,3.59,0.0
20150130:1010,85.9,1.04,112.0,0.0,20.04,2.46,4.34,0.0
20150130:1110,47.86,0.0,69.99,0.0,22.55,3.12,4.34,0.0
20150130:1210,101.65,1.04,130.0,0.0,22.48,3.37,4.21,0.0
20150130:1310,112.28,7.31,136.08,0.0,19.84,3.51,3.86,0.0
20150130:1410,75.49,4.21,98.05,0.0,14.93,3.11,3.31,0.0
20150130:1510,30.67,2.16,48.03,0.0,8.2,2.39,2.28,0.0
20150130:1610,0.0,0.0,0.0,0.0,0.0,1.49,2.21,0.0
