time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190803:0110,0.0,0.0,0.0,0.0,0.0,23.62,1.31,0.0
20190803:0210,0.0,0.0,0.0,0.0,0.0,22.53,1.31,0.0
20190803:0310,0.0,0.0,0.0,0.0,0.0,21.62,1.31,0.0
20190803:0410,0.0,0.0,0.0,0.0,0.0,20.67,1.31,0.0
20190803:0510,0.0,0.0,0.0,0.0,0.0,19.86,1.31,0.0
20190803:0610,1892000.0,7.82,34.24,1.87,8.52,19.53,1.24,0.0
20190803:0710,16785000.0,157.73,84.16,5.37,19.99,22.9,0.76,0.0
20190803:0810,36417000.0,357.25,117.27,9.05,31.67,26.69,1.17,0.0
20190803:0910,52789000.0,560.22,133.66,12.45,43.27,29.15,1.45,0.0
20190803:1010,65869000.0,777.63,108.46,15.49,54.28,31.15,1.93,0.0
20190803:1110,72165000.0,843.56,141.7,17.09,63.62,32.55,2.34,0.0
20190803:1210,74362000.0,867.03,152.72,17.78,68.69,33.71,2.76,0.0
20190803:1310,72180000.0,833.97,150.85,17.47,66.46,34.64,3.1,0.0
20190803:1410,65542000.0,747.54,134.28,16.16,58.46,35.25,3.45,0.0
20190803:1510,53960000.0,598.6,116.49,13.87,47.95,35.46,3.66,0.0
20190803:1610,37134000.0,381.89,113.19,10.61,36.52,35.36,3.79,0.0
20190803:1710,17413000.0,179.48,83.05,7.03,24.83,34.96,3.79,0.0
20190803:1810,2351000.0,9.49,41.62,3.39,13.23,34.11,3.66,0.0
20190803:1910,0.0,0.0,0.0,0.0,0.0,32.76,3.17,0.0
20190803:2010,0.0,0.0,0.0,0.0,0.0,30.91,2.76,0.0
20190803:2110,0.0,0.0,0.0,0.0,0.0,29.29,2.41,0.0
20190803:2210,0.0,0.0,0.0,0.0,0.0,27.8,2.21,0.0
20190803:2310,0.0,0.0,0.0,0.0,0.0,26.4,1.93,0.0
20190804:0010,0.0,0.0,0.0,0.0,0.0,24.94,1.72,0.0
20190804:0110,0.0,0.0,0.0,0.0,0.0,23.57,1.59,0.0
20190804:0210,0.0,0.0,0.0,0.0,0.0,22.61,1.45,0.0
20190804:0310,0.0,0.0,0.0,0.0,0.0,21.66,1.45,0.0
20190804:0410,0.0,0.0,0.0,0.0,0.0,20.79,1.38,0.0
20190804:0510,0.0,0.0,0.0,0.0,0.0,20.11,1.31,0.0
20190804:0610,1917000.0,7.41,34.77,1.8,8.37,19.95,1.03,0.0
20190804:0710,16576000.0,151.93,86.34,5.24,19.85,22.8,0.9,0.0
20190804:0810,36798000.0,366.73,108.78,9.03,31.54,25.42,1.38,0.0
20190804:0910,53252000.0,575.66,120.74,12.45,43.12,27.78,1.31,0.0
20190804:1010,65148000.0,756.25,120.16,15.27,54.11,29.98,1.52,0.0
20190804:1110,70660000.0,805.13,162.71,16.75,63.41,31.69,1.79,0.0
20190804:1210,73907000.0,875.81,143.58,17.73,68.43,33.13,2.21,0.0
20190804:1310,71670000.0,842.55,140.77,17.4,66.21,34.25,2.55,0.0
20190804:1410,64782000.0,739.94,135.53,16.0,58.25,34.96,2.9,0.0
20190804:1510,53576000.0,603.5,109.87,13.8,47.77,35.33,3.03,0.0
20190804:1610,36673000.0,377.66,112.58,10.47,36.35,35.25,3.24,0.0
20190804:1710,17256000.0,169.68,89.7,6.84,24.66,34.77,3.31,0.0
20190804:1810,2647000.0,8.28,46.1,3.22,13.06,33.89,3.31,0.0
20190804:1910,0.0,0.0,0.0,0.0,0.0,32.48,2.69,0.0
20190804:2010,0.0,0.0,0.0,0.0,0.0,30.57,2.28,0.0
20190804:2110,0.0,0.0,0.0,0.0,0.0,29.05,1.86,0.0
20190804:2210,0.0,0.0,0.0,0.0,0.0,27.45,1.45,0.0
20190804:2310,0.0,0.0,0.0,0.0,0.0,25.73,1.45,0.0
20190805:0010,0.0,0.0,0.0,0.0,0.0,24.49,1.52,0.0
20190805:0110,0.0,0.0,0.0,0.0,0.0,23.43,1.59,0.0
20190805:0210,0.0,0.0,0.0,0.0,0.0,22.58,1.52,0.0
20190805:0310,0.0,0.0,0.0,0.0,0.0,22.13,1.24,0.0
20190805:0410,0.0,0.0,0.0,0.0,0.0,22.02,1.03,0.0
20190805:0510,0.0,0.0,0.0,0.0,0.0,21.63,0.97,0.0
20190805:0610,1990000.0,7.0,36.05,1.75,8.22,21.15,0.9,0.0
20190805:0710,16650000.0,148.45,90.3,5.21,19.71,22.54,0.55,0.0
20190805:0810,36074000.0,344.82,125.67,8.88,31.4,25.75,0.62,0.0
20190805:0910,51703000.0,541.31,146.39,12.25,42.98,28.47,0.48,0.0
20190805:1010,62881000.0,723.26,146.45,15.11,53.95,30.57,0.34,0.0
20190805:1110,68315000.0,753.84,200.19,16.47,63.2,32.33,0.97,0.0
20190805:1210,72670000.0,853.23,163.71,17.64,68.17,33.85,1.66,0.0
20190805:1310,69871000.0,774.03,191.41,17.04,65.96,34.94,2.28,0.0
20190805:1410,63338000.0,680.59,179.19,15.65,58.04,35.73,2.83,0.0
20190805:1510,53229000.0,576.58,132.76,13.65,47.58,36.04,3.38,0.0
20190805:1610,36789000.0,375.09,117.49,10.47,36.17,35.96,3.59,0.0
20190805:1710,17301000.0,178.24,83.47,6.94,24.49,35.41,3.66,0.0
20190805:1810,2566000.0,8.07,45.15,3.2,12.88,34.52,3.52,0.0
20190805:1910,0.0,0.0,0.0,0.0,0.0,33.15,2.83,0.0
20190805:2010,0.0,0.0,0.0,0.0,0.0,31.13,2.21,0.0
20190805:2110,0.0,0.0,0.0,0.0,0.0,29.54,1.79,0.0
20190805:2210,0.0,0.0,0.0,0.0,0.0,27.88,1.86,0.0
20190805:2310,0.0,0.0,0.0,0.0,0.0,26.16,1.79,0.0
20190806:0010,0.0,0.0,0.0,0.0,0.0,24.66,1.72,0.0
20190806:0110,0.0,0.0,0.0,0.0,0.0,23.42,1.72,0.0
20190806:0210,0.0,0.0,0.0,0.0,0.0,22.41,1.66,0.0
20190806:0310,0.0,0.0,0.0,0.0,0.0,21.62,1.52,0.0
20190806:0410,0.0,0.0,0.0,0.0,0.0,20.96,1.31,0.0
20190806:0510,0.0,0.0,0.0,0.0,0.0,20.25,1.24,0.0
20190806:0610,1501000.0,9.41,28.57,1.89,8.07,20.04,0.97,0.0
20190806:0710,17249000.0,162.54,84.93,5.39,19.57,22.2,0.62,0.0
20190806:0810,38884000.0,416.83,86.81,9.48,31.26,25.33,1.24,0.0
20190806:0910,55644000.0,627.5,102.03,12.94,42.83,27.77,1.38,0.0
20190806:1010,66003000.0,734.18,153.24,15.36,53.78,30.02,1.72,0.0
20190806:1110,72525000.0,809.08,181.42,17.04,62.98,31.98,2.28,0.0
20190806:1210,76817000.0,913.61,140.19,18.22,67.9,33.71,3.03,0.0
20190806:1310,73533000.0,830.05,170.51,17.6,65.7,34.8,3.59,0.0
20190806:1410,67386000.0,772.6,133.14,16.46,57.82,35.38,3.86,0.0
20190806:1510,51546000.0,472.34,210.05,13.03,47.39,35.62,4.0,0.0
20190806:1610,38063000.0,396.06,110.99,10.76,35.99,35.56,4.21,0.0
20190806:1710,17699000.0,176.02,89.59,6.97,24.31,34.96,4.34,0.0
20190806:1810,2655000.0,7.75,46.32,3.22,12.7,33.89,4.07,0.0
20190806:1910,0.0,0.0,0.0,0.0,0.0,32.65,2.76,0.0
20190806:2010,0.0,0.0,0.0,0.0,0.0,30.57,2.21,0.0
20190806:2110,0.0,0.0,0.0,0.0,0.0,28.84,2.14,0.0
20190806:2210,0.0,0.0,0.0,0.0,0.0,27.26,2.07,0.0
20190806:2310,0.0,0.0,0.0,0.0,0.0,25.89,2.0,0.0
20190807:0010,0.0,0.0,0.0,0.0,0.0,24.97,2.14,0.0
20190807:0110,0.0,0.0,0.0,0.0,0.0,24.24,2.28,0.0
20190807:0210,0.0,0.0,0.0,0.0,0.0,23.55,2.21,0.0
20190807:0310,0.0,0.0,0.0,0.0,0.0,22.83,2.0,0.0
20190807:0410,0.0,0.0,0.0,0.0,0.0,22.27,1.72,0.0
20190807:0510,0.0,0.0,0.0,0.0,0.0,21.49,1.52,0.0
20190807:0610,1619000.0,8.14,30.65,1.73,7.93,20.8,1.31,0.0
20190807:0710,16373000.0,135.71,96.48,4.97,19.43,22.13,1.59,0.0
20190807:0810,30752000.0,188.34,204.33,7.41,31.13,24.0,1.79,0.0
20190807:0910,33731000.0,120.28,311.24,8.14,42.69,26.18,1.86,0.0
20190807:1010,63120000.0,618.73,209.11,14.33,53.6,28.19,2.34,0.0
20190807:1110,66846000.0,602.65,285.17,15.35,62.76,29.96,2.76,0.0
20190807:1210,42131000.0,113.89,435.43,10.45,67.63,30.96,3.1,0.0
20190807:1310,54010000.0,294.1,415.85,12.96,65.43,31.14,3.03,0.0
20190807:1410,28104000.0,25.04,342.7,7.28,57.6,30.91,3.1,0.0
20190807:1510,18655000.0,3.78,244.57,4.97,47.19,30.12,3.24,0.0
20190807:1610,13827000.0,2.53,185.39,3.77,35.81,29.16,3.66,0.0
20190807:1710,3622000.0,0.0,60.86,1.22,24.13,28.52,4.14,0.0
20190807:1810,3159000.0,0.0,54.51,1.09,12.51,27.32,4.28,0.0
20190807:1910,0.0,0.0,0.0,0.0,0.0,26.05,3.38,0.0
20190807:2010,0.0,0.0,0.0,0.0,0.0,24.96,2.69,0.0
20190807:2110,0.0,0.0,0.0,0.0,0.0,24.09,2.21,0.0
20190807:2210,0.0,0.0,0.0,0.0,0.0,23.11,1.86,0.0
20190807:2310,0.0,0.0,0.0,0.0,0.0,22.41,1.93,0.0
20190808:0010,0.0,0.0,0.0,0.0,0.0,21.64,1.86,0.0
20190808:0110,0.0,0.0,0.0,0.0,0.0,21.05,1.72,0.0
20190808:0210,0.0,0.0,0.0,0.0,0.0,20.4,1.38,0.0
20190808:0310,0.0,0.0,0.0,0.0,0.0,20.08,0.9,0.0
20190808:0410,0.0,0.0,0.0,0.0,0.0,20.3,0.34,0.0
20190808:0510,0.0,0.0,0.0,0.0,0.0,20.15,0.14,0.0
20190808:0610,1802000.0,6.96,33.41,1.6,7.78,19.95,0.07,0.0
20190808:0710,16410000.0,152.43,82.87,5.04,19.29,21.23,0.21,0.0
20190808:0810,36168000.0,352.61,114.85,8.7,30.99,23.85,0.55,0.0
20190808:0910,52159000.0,556.49,130.01,12.09,42.54,26.3,0.41,0.0
20190808:1010,62796000.0,692.9,156.46,14.62,53.43,28.43,0.69,0.0
20190808:1110,69975000.0,795.14,164.88,16.42,62.54,30.38,1.31,0.0
20190808:1210,73310000.0,865.28,145.66,17.38,67.36,32.09,1.86,0.0
20190808:1310,71339000.0,831.03,143.88,17.06,65.16,33.47,2.48,0.0
20190808:1410,64444000.0,729.45,137.6,15.65,57.37,34.44,2.97,0.0
20190808:1510,52942000.0,581.05,119.78,13.36,46.99,34.97,3.38,0.0
20190808:1610,36563000.0,382.62,104.25,10.25,35.62,35.01,3.72,0.0
20190808:1710,16832000.0,181.88,73.78,6.74,23.94,34.58,3.79,0.0
20190808:1810,2127000.0,7.26,39.02,3.06,12.32,33.67,3.66,0.0
20190808:1910,0.0,0.0,0.0,0.0,0.0,32.25,2.9,0.0
20190808:2010,0.0,0.0,0.0,0.0,0.0,30.31,2.48,0.0
20190808:2110,0.0,0.0,0.0,0.0,0.0,28.81,2.34,0.0
20190808:2210,0.0,0.0,0.0,0.0,0.0,27.44,2.28,0.0
20190808:2310,0.0,0.0,0.0,0.0,0.0,26.17,2.21,0.0
20190809:0010,0.0,0.0,0.0,0.0,0.0,25.0,2.07,0.0
20190809:0110,0.0,0.0,0.0,0.0,0.0,23.93,2.14,0.0
20190809:0210,0.0,0.0,0.0,0.0,0.0,22.92,2.0,0.0
20190809:0310,0.0,0.0,0.0,0.0,0.0,21.92,1.72,0.0
20190809:0410,0.0,0.0,0.0,0.0,0.0,20.98,1.59,0.0
20190809:0510,0.0,0.0,0.0,0.0,0.0,20.22,1.59,0.0
20190809:0610,1756000.0,7.02,32.73,1.57,7.63,19.82,1.45,0.0
20190809:0710,16540000.0,157.14,79.45,5.04,19.15,21.62,1.45,0.0
20190809:0810,36655000.0,357.6,110.25,8.66,30.85,23.57,1.66,0.0
20190809:0910,54179000.0,575.54,117.03,12.14,42.39,25.83,2.28,0.0
20190809:1010,65913000.0,716.69,140.2,14.69,53.25,27.79,2.97,0.0
20190809:1110,71684000.0,763.59,182.74,16.15,62.31,29.41,3.31,0.0
20190809:1210,75975000.0,878.61,135.42,17.38,67.08,30.74,3.52,0.0
20190809:1310,72331000.0,798.23,163.78,16.78,64.89,31.65,3.72,0.0
20190809:1410,65999000.0,739.97,129.73,15.65,57.13,32.46,3.93,0.0
20190809:1510,53637000.0,578.49,120.05,13.27,46.78,32.81,4.0,0.0
20190809:1610,37003000.0,386.92,99.8,10.21,35.42,32.85,4.0,0.0
20190809:1710,16856000.0,177.06,75.88,6.61,23.75,32.35,4.0,0.0
20190809:1810,2046000.0,6.87,37.56,3.0,12.12,31.21,3.86,0.0
20190809:1910,0.0,0.0,0.0,0.0,0.0,29.98,3.45,0.0
20190809:2010,0.0,0.0,0.0,0.0,0.0,27.63,3.93,0.0
20190809:2110,0.0,0.0,0.0,0.0,0.0,25.61,3.52,0.0
20190809:2210,0.0,0.0,0.0,0.0,0.0,24.18,3.03,0.0
20190809:2310,0.0,0.0,0.0,0.0,0.0,23.1,2.55,0.0
20190810:0010,0.0,0.0,0.0,0.0,0.0,22.26,2.07,0.0
20190810:0110,0.0,0.0,0.0,0.0,0.0,21.55,1.86,0.0
20190810:0210,0.0,0.0,0.0,0.0,0.0,20.93,1.66,0.0
20190810:0310,0.0,0.0,0.0,0.0,0.0,20.38,1.52,0.0
20190810:0410,0.0,0.0,0.0,0.0,0.0,19.85,1.59,0.0
20190810:0510,0.0,0.0,0.0,0.0,0.0,19.33,1.72,0.0
20190810:0610,1877000.0,6.08,34.51,1.46,7.48,19.0,1.59,0.0
20190810:0710,16057000.0,133.73,92.74,4.75,19.01,20.11,1.03,0.0
20190810:0810,35669000.0,323.37,130.98,8.37,30.7,22.26,1.1,0.0
20190810:0910,52681000.0,541.66,137.72,11.87,42.24,24.48,1.03,0.0
20190810:1010,62829000.0,661.81,174.52,14.31,53.07,26.43,0.9,0.0
20190810:1110,68555000.0,731.86,201.52,15.89,62.08,28.37,1.03,0.0
20190810:1210,71963000.0,797.31,186.75,16.84,66.79,30.26,1.66,0.0
20190810:1310,69662000.0,750.61,192.75,16.42,64.61,31.83,2.34,0.0
20190810:1410,63565000.0,683.82,164.51,15.22,56.89,32.94,2.9,0.0
20190810:1510,52210000.0,544.41,142.05,12.98,46.57,33.46,3.24,0.0
20190810:1610,36114000.0,363.88,114.28,9.96,35.22,33.47,3.38,0.0
20190810:1710,16648000.0,165.64,84.26,6.43,23.55,33.0,3.38,0.0
20190810:1810,2112000.0,6.14,38.84,2.91,11.92,32.06,3.38,0.0
20190810:1910,0.0,0.0,0.0,0.0,0.0,30.68,2.62,0.0
20190810:2010,0.0,0.0,0.0,0.0,0.0,28.76,2.62,0.0
20190810:2110,0.0,0.0,0.0,0.0,0.0,27.19,2.34,0.0
20190810:2210,0.0,0.0,0.0,0.0,0.0,25.88,2.07,0.0
20190810:2310,0.0,0.0,0.0,0.0,0.0,24.69,2.0,0.0
20190811:0010,0.0,0.0,0.0,0.0,0.0,23.61,2.14,0.0
20190811:0110,0.0,0.0,0.0,0.0,0.0,22.65,2.41,0.0
20190811:0210,0.0,0.0,0.0,0.0,0.0,21.66,2.9,0.0
20190811:0310,0.0,0.0,0.0,0.0,0.0,20.61,3.31,0.0
20190811:0410,0.0,0.0,0.0,0.0,0.0,19.62,2.76,0.0
20190811:0510,0.0,0.0,0.0,0.0,0.0,18.94,1.93,0.0
20190811:0610,2059000.0,5.07,37.17,1.37,7.32,18.61,1.24,0.0
20190811:0710,16898000.0,161.04,78.18,5.02,18.87,19.75,1.66,0.0
20190811:0810,38073000.0,371.81,106.09,8.76,30.56,21.55,2.55,0.0
20190811:0910,56577000.0,619.47,93.92,12.4,42.08,23.41,2.55,0.0
20190811:1010,67393000.0,729.58,139.95,14.8,52.89,25.45,2.76,0.0
20190811:1110,74193000.0,806.39,163.92,16.44,61.85,27.23,3.38,0.0
20190811:1210,76777000.0,843.68,166.57,17.22,66.51,28.49,3.79,0.0
20190811:1310,68481000.0,614.61,279.83,15.6,64.32,29.38,4.0,0.0
20190811:1410,33899000.0,63.95,372.89,8.5,56.64,29.83,4.07,0.0
20190811:1510,25187000.0,28.77,299.1,6.5,46.35,30.0,4.21,0.0
20190811:1610,29127000.0,135.05,242.23,7.61,35.02,29.58,4.41,0.0
20190811:1710,14520000.0,38.85,162.37,4.37,23.35,28.75,4.48,0.0
20190811:1810,3989000.0,2.77,64.21,2.37,11.71,27.46,4.48,0.0
20190811:1910,0.0,0.0,0.0,0.0,0.0,25.77,3.79,0.0
20190811:2010,0.0,0.0,0.0,0.0,0.0,24.28,3.59,0.0
20190811:2110,0.0,0.0,0.0,0.0,0.0,23.07,3.45,0.0
20190811:2210,0.0,0.0,0.0,0.0,0.0,22.07,3.38,0.0
20190811:2310,0.0,0.0,0.0,0.0,0.0,21.33,3.24,0.0
20190812:0010,0.0,0.0,0.0,0.0,0.0,20.5,2.83,0.0
20190812:0110,0.0,0.0,0.0,0.0,0.0,19.67,2.48,0.0
20190812:0210,0.0,0.0,0.0,0.0,0.0,18.77,2.21,0.0
20190812:0310,0.0,0.0,0.0,0.0,0.0,17.9,2.14,0.0
20190812:0410,0.0,0.0,0.0,0.0,0.0,17.12,2.0,0.0
20190812:0510,0.0,0.0,0.0,0.0,0.0,16.4,1.86,0.0
20190812:0610,1908000.0,6.54,34.41,1.46,7.17,15.83,1.66,0.0
20190812:0710,17638000.0,162.65,83.17,5.12,18.72,17.9,2.21,0.0
20190812:0810,38661000.0,349.24,129.3,8.72,30.42,19.91,3.52,0.0
20190812:0910,57823000.0,590.8,126.63,12.41,41.93,22.05,3.72,0.0
20190812:1010,68925000.0,703.4,172.97,14.87,52.71,23.88,3.52,0.0
20190812:1110,75562000.0,790.83,192.94,16.62,61.61,25.44,3.24,0.0
20190812:1210,77892000.0,843.24,186.15,17.49,66.21,26.76,3.03,0.0
20190812:1310,74468000.0,794.48,192.15,17.06,64.03,27.77,2.83,0.0
20190812:1410,67367000.0,724.25,162.55,15.8,56.39,28.57,2.62,0.0
20190812:1510,54972000.0,566.99,146.81,13.4,46.13,29.03,2.55,0.0
20190812:1610,37882000.0,366.45,127.05,10.18,34.81,29.2,2.69,0.0
20190812:1710,17531000.0,165.62,91.36,6.52,23.14,28.94,3.17,0.0
20190812:1810,2231000.0,5.14,40.06,2.88,11.5,28.19,3.38,0.0
20190812:1910,0.0,0.0,0.0,0.0,0.0,26.85,3.1,0.0
20190812:2010,0.0,0.0,0.0,0.0,0.0,25.36,2.76,0.0
20190812:2110,0.0,0.0,0.0,0.0,0.0,24.26,2.48,0.0
20190812:2210,0.0,0.0,0.0,0.0,0.0,23.28,2.14,0.0
20190812:2310,0.0,0.0,0.0,0.0,0.0,22.59,1.93,0.0
20190813:0010,0.0,0.0,0.0,0.0,0.0,21.96,1.93,0.0
20190813:0110,0.0,0.0,0.0,0.0,0.0,21.25,1.86,0.0
20190813:0210,0.0,0.0,0.0,0.0,0.0,20.57,1.86,0.0
20190813:0310,0.0,0.0,0.0,0.0,0.0,19.69,1.93,0.0
20190813:0410,0.0,0.0,0.0,0.0,0.0,18.45,1.79,0.0
20190813:0510,0.0,0.0,0.0,0.0,0.0,17.61,1.45,0.0
20190813:0610,1797000.0,6.43,33.1,1.38,7.02,16.91,1.31,0.0
20190813:0710,17196000.0,155.76,85.37,4.97,18.58,18.67,1.24,0.0
20190813:0810,37707000.0,349.44,126.66,8.63,30.27,21.61,1.79,0.0
20190813:0910,55300000.0,581.96,127.91,12.23,41.77,24.28,1.52,0.0
20190813:1010,65024000.0,694.29,173.17,14.67,52.52,26.7,1.1,0.0
20190813:1110,71635000.0,795.76,183.77,16.49,61.37,28.39,1.17,0.0
20190813:1210,74677000.0,865.4,165.42,17.46,65.92,29.6,1.38,0.0
20190813:1310,71462000.0,784.47,192.37,16.84,63.74,30.59,1.72,0.0
20190813:1410,65713000.0,727.85,154.65,15.67,56.13,31.3,2.14,0.0
20190813:1510,54630000.0,602.12,118.25,13.49,45.9,31.68,2.34,0.0
20190813:1610,36900000.0,359.54,127.4,9.99,34.59,31.7,2.62,0.0
20190813:1710,17027000.0,164.61,89.06,6.41,22.93,31.35,2.69,0.0
20190813:1810,2097000.0,4.61,38.72,2.8,11.28,30.68,2.9,0.0
20190813:1910,0.0,0.0,0.0,0.0,0.0,29.51,2.69,0.0
20190813:2010,0.0,0.0,0.0,0.0,0.0,27.74,2.48,0.0
20190813:2110,0.0,0.0,0.0,0.0,0.0,26.35,2.21,0.0
20190813:2210,0.0,0.0,0.0,0.0,0.0,25.02,1.93,0.0
20190813:2310,0.0,0.0,0.0,0.0,0.0,23.49,1.45,0.0
20190814:0010,0.0,0.0,0.0,0.0,0.0,23.21,1.03,0.0
20190814:0110,0.0,0.0,0.0,0.0,0.0,22.01,1.17,0.0
20190814:0210,0.0,0.0,0.0,0.0,0.0,21.53,1.03,0.0
20190814:0310,0.0,0.0,0.0,0.0,0.0,21.78,0.55,0.0
20190814:0410,0.0,0.0,0.0,0.0,0.0,21.12,0.83,0.0
20190814:0510,0.0,0.0,0.0,0.0,0.0,18.4,1.45,0.0
20190814:0610,1683000.0,6.51,31.63,1.33,6.86,17.64,1.38,0.0
20190814:0710,16723000.0,152.2,84.76,4.84,18.43,20.33,0.83,0.0
20190814:0810,36770000.0,350.67,123.02,8.54,30.13,24.16,0.97,0.0
20190814:0910,53301000.0,563.52,136.41,12.01,41.61,26.65,0.76,0.0
20190814:1010,63552000.0,686.22,173.38,14.49,52.33,28.82,0.9,0.0
20190814:1110,70312000.0,786.64,183.97,16.29,61.13,30.51,1.17,0.0
20190814:1210,71885000.0,791.74,206.24,16.87,65.62,31.8,1.45,0.0
20190814:1310,70106000.0,774.42,193.63,16.64,63.44,32.8,1.72,0.0
20190814:1410,64985000.0,746.89,137.48,15.65,55.87,33.52,2.0,0.0
20190814:1510,52977000.0,571.58,134.49,13.16,45.66,33.96,2.34,0.0
20190814:1610,36234000.0,360.43,122.98,9.88,34.37,33.96,2.69,0.0
20190814:1710,16639000.0,169.64,82.16,6.37,22.71,33.49,2.97,0.0
20190814:1810,2040000.0,3.98,38.36,2.71,11.06,32.66,3.24,0.0
20190814:1910,0.0,0.0,0.0,0.0,0.0,31.44,2.69,0.0
20190814:2010,0.0,0.0,0.0,0.0,0.0,29.59,2.69,0.0
20190814:2110,0.0,0.0,0.0,0.0,0.0,28.13,2.62,0.0
20190814:2210,0.0,0.0,0.0,0.0,0.0,26.89,2.34,0.0
20190814:2310,0.0,0.0,0.0,0.0,0.0,25.73,2.0,0.0
20190815:0010,0.0,0.0,0.0,0.0,0.0,24.36,1.66,0.0
20190815:0110,0.0,0.0,0.0,0.0,0.0,23.53,1.31,0.0
20190815:0210,0.0,0.0,0.0,0.0,0.0,23.61,1.1,0.0
20190815:0310,0.0,0.0,0.0,0.0,0.0,24.01,0.97,0.0
20190815:0410,0.0,0.0,0.0,0.0,0.0,23.47,1.03,0.0
20190815:0510,0.0,0.0,0.0,0.0,0.0,22.65,1.17,0.0
20190815:0610,1661000.0,6.38,31.89,1.29,6.71,21.85,1.17,0.0
20190815:0710,16377000.0,150.34,85.08,4.77,18.29,23.08,0.55,0.0
20190815:0810,35742000.0,341.8,126.25,8.39,29.98,27.09,0.76,0.0
20190815:0910,50810000.0,508.67,167.1,11.58,41.45,29.58,0.76,0.0
20190815:1010,62095000.0,656.38,189.07,14.22,52.14,31.49,1.17,0.0
20190815:1110,69155000.0,752.39,202.92,16.0,60.88,32.9,1.66,0.0
20190815:1210,70881000.0,756.57,224.98,16.56,65.31,33.98,2.07,0.0
20190815:1310,68726000.0,726.06,219.37,16.22,63.13,34.83,2.41,0.0
20190815:1410,63739000.0,701.23,164.39,15.27,55.6,35.37,2.69,0.0
20190815:1510,52075000.0,546.65,147.7,12.89,45.42,35.6,3.03,0.0
20190815:1610,35795000.0,356.95,122.36,9.76,34.15,35.4,3.24,0.0
20190815:1710,16316000.0,163.94,84.35,6.23,22.49,34.9,3.45,0.0
20190815:1810,1980000.0,3.38,37.82,2.64,10.84,34.0,3.52,0.0
20190815:1910,0.0,0.0,0.0,0.0,0.0,33.05,2.83,0.0
20190815:2010,0.0,0.0,0.0,0.0,0.0,31.35,2.55,0.0
20190815:2110,0.0,0.0,0.0,0.0,0.0,29.99,2.41,0.0
20190815:2210,0.0,0.0,0.0,0.0,0.0,28.77,2.07,0.0
20190815:2310,0.0,0.0,0.0,0.0,0.0,27.48,1.72,0.0
20190816:0010,0.0,0.0,0.0,0.0,0.0,26.1,1.59,0.0
20190816:0110,0.0,0.0,0.0,0.0,0.0,24.85,1.59,0.0
20190816:0210,0.0,0.0,0.0,0.0,0.0,23.89,1.52,0.0
20190816:0310,0.0,0.0,0.0,0.0,0.0,22.84,1.59,0.0
20190816:0410,0.0,0.0,0.0,0.0,0.0,21.84,1.59,0.0
20190816:0510,0.0,0.0,0.0,0.0,0.0,20.97,1.52,0.0
20190816:0610,1705000.0,5.82,32.45,1.22,6.56,20.4,1.38,0.0
20190816:0710,16429000.0,155.51,80.74,4.75,18.14,23.12,0.97,0.0
20190816:0810,36387000.0,356.31,115.76,8.41,29.83,26.86,1.59,0.0
20190816:0910,52859000.0,552.96,138.0,11.76,41.29,29.35,1.93,0.0
20190816:1010,64753000.0,727.8,142.69,14.54,51.95,31.59,2.07,0.0
20190816:1110,71783000.0,836.12,146.65,16.36,60.64,33.28,2.41,0.0
20190816:1210,73141000.0,825.45,178.76,16.86,65.01,34.54,2.9,0.0
20190816:1310,70367000.0,776.6,184.9,16.42,62.82,35.42,3.17,0.0
20190816:1410,64290000.0,719.33,148.29,15.25,55.32,36.0,3.45,0.0
20190816:1510,50602000.0,498.06,174.56,12.43,45.18,36.23,3.66,0.0
20190816:1610,35583000.0,356.99,119.81,9.67,33.92,36.07,3.72,0.0
20190816:1710,15288000.0,93.01,132.58,5.22,22.26,35.61,3.79,0.0
20190816:1810,2304000.0,2.38,42.89,2.44,10.61,34.76,3.66,0.0
20190816:1910,0.0,0.0,0.0,0.0,0.0,33.6,2.83,0.0
20190816:2010,0.0,0.0,0.0,0.0,0.0,31.86,2.14,0.0
20190816:2110,0.0,0.0,0.0,0.0,0.0,30.48,1.66,0.0
20190816:2210,0.0,0.0,0.0,0.0,0.0,28.88,1.66,0.0
20190816:2310,0.0,0.0,0.0,0.0,0.0,27.18,1.66,0.0
20190817:0010,0.0,0.0,0.0,0.0,0.0,25.69,1.52,0.0
20190817:0110,0.0,0.0,0.0,0.0,0.0,24.57,1.52,0.0
20190817:0210,0.0,0.0,0.0,0.0,0.0,23.58,1.52,0.0
20190817:0310,0.0,0.0,0.0,0.0,0.0,22.78,1.45,0.0
20190817:0410,0.0,0.0,0.0,0.0,0.0,22.05,1.31,0.0
20190817:0510,0.0,0.0,0.0,0.0,0.0,21.13,1.38,0.0
20190817:0610,1655000.0,5.87,31.77,1.18,6.4,20.52,1.31,0.0
20190817:0710,16498000.0,158.13,79.21,4.73,17.99,23.16,0.97,0.0
20190817:0810,36759000.0,366.93,111.25,8.46,29.68,26.99,1.38,0.0
20190817:0910,53239000.0,568.64,131.26,11.85,41.13,29.8,1.72,0.0
20190817:1010,63379000.0,680.4,174.44,14.25,51.75,32.02,1.93,0.0
20190817:1110,71425000.0,826.03,156.62,16.31,60.38,33.72,2.28,0.0
20190817:1210,71844000.0,784.75,206.23,16.6,64.7,35.02,2.69,0.0
